Time	Iteration	AverageReturn	FinalReward	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar	ValAverageReturn	ValFinalReward
16.341830015182495	0	-169.70555591998234	-9.23547363472831	62.61192129156729	-36.17142815469555	-360.8799222771855	20.0	0.0	1008	10017	-174.59780883268908	-10.13214382143914
31.788914680480957	1	-168.93141082072464	-8.997185861665214	64.3978526263851	-40.32816962837656	-332.09539030287795	20.0	0.0	1008	20034	-144.16971467661065	-7.748831967130649
46.01118731498718	2	-162.565493615689	-8.634255577521568	63.44136268900589	-31.484313984544283	-376.23006682570883	20.0	0.0	1008	30051	-163.03899736991463	-9.590626922884283
61.749032735824585	3	-162.72545450033388	-8.615230994391624	64.08992442515793	-31.429299089024553	-361.1739156963801	20.0	0.0	1008	40068	-181.99037785715436	-9.528145136783051
79.77707886695862	4	-164.12337782270538	-8.692784459888518	67.18448426570124	-29.592059023644392	-348.34564351548573	20.0	0.0	1008	50085	-162.8120599502903	-8.457896898289473
96.34902167320251	5	-163.26370483210763	-8.633204254355316	64.69388540647488	-22.341559995749098	-350.6289996653269	20.0	0.0	1008	60102	-151.52891095343853	-7.9012492786834585
112.75461435317993	6	-158.2301693585202	-8.19420817358978	62.706365446413876	-29.466033811335684	-364.92359599666975	20.0	0.0	1008	70119	-176.71148430818153	-9.343847742658642
130.64898562431335	7	-163.28326518164795	-8.378453488437925	65.80410749150393	-26.857546847855566	-368.8148320571408	20.0	0.0	1008	80136	-155.0195767654393	-8.086483661033727
147.2711534500122	8	-166.9895372116092	-8.68748660125935	65.05396874295654	-20.186044928544103	-345.71152811560773	20.0	0.0	1008	90153	-152.16740220066572	-8.53416776735939
163.9027237892151	9	-160.18579672799797	-8.297628320860824	62.84504400791037	-30.72015093265801	-367.4937045060037	20.0	0.0	1008	100170	-169.31507593118636	-8.570437201179859
181.7332832813263	10	-156.1663058697462	-8.279776610321033	61.82483384087016	-25.770676123867318	-362.37561511548205	20.0	0.0	1008	110187	-164.8080941045887	-8.626972125811873
198.10898399353027	11	-164.71316722253448	-8.413371074971584	65.17315718310785	-32.58016817964534	-328.08576424238805	20.0	0.0	1008	120204	-152.37158662035935	-7.587191409077995
214.24198246002197	12	-159.03777529736342	-8.086968904119082	66.05417399043198	-20.443666005946884	-413.3175393887201	20.0	0.0	1008	130221	-156.67997465920675	-8.093535358855908
231.46202325820923	13	-157.07623161090385	-7.9485048483759435	62.344832428984	-23.69937286802602	-338.46250734686885	20.0	0.0	1008	140238	-145.47406481646615	-7.368811849990645
248.0744252204895	14	-158.47781983573586	-7.797932594086081	62.88619749741608	-26.52051656519062	-345.9329872538218	20.0	0.0	1008	150255	-159.82702547367361	-7.940106584642467
264.19004464149475	15	-160.0410290684853	-7.945039379360003	63.30130172615521	-17.79432067683441	-383.25027697989424	20.0	0.0	1008	160272	-156.40914723336041	-7.833742861930628
280.789511680603	16	-155.22659194984422	-7.897215245736515	60.62918413832291	-25.20467804566945	-376.2477873817582	20.0	0.0	1008	170289	-175.19466852105543	-8.269512978170853
297.50226163864136	17	-153.5062775479431	-7.567076077159913	58.74589505298462	-22.47234261233518	-322.8749746784427	20.0	0.0	1008	180306	-149.1736460034796	-7.368631397273692
313.4290497303009	18	-149.3036115177571	-7.29329017478238	60.71539295595945	-18.534121571446484	-318.92544599088785	20.0	0.0	1008	190323	-154.5989850441192	-7.1778960549389765
329.6248607635498	19	-152.8253648120407	-7.757594361320196	64.8657165888127	-25.156642045582092	-339.3818465476673	20.0	0.0	1008	200340	-149.92461936242356	-7.250061355053006
346.7953550815582	20	-153.73608684523424	-7.839349309299257	62.82484928125061	-21.586795698919087	-349.71790135573315	20.0	0.0	1008	210357	-160.84058864999633	-7.630020455764327
362.7998695373535	21	-156.86482540551876	-7.741730325540168	66.51947587769527	-22.55294004332976	-347.0574840169894	20.0	0.0	1008	220374	-152.86039001202252	-7.6898892852644
